borrower_id,borrower_name,borrower_sector_code,borrower_sector_description,period,period_title,covenant_type,Actual,Headroom,Status,Threshold,fy_month,fy_year
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2025-01-01,M3-FY25,Loan to Value,61.42523364,4.09442475,0.0,63.8,3,25
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2026-01-01,M3-FY26,DSCR,,,,1.32,3,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2026-01-01,M3-FY26,Gross Leverage Ratio,11.11062509,21.1149993,1.0,13.75,3,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2026-01-01,M3-FY26,ICR,1.448319771,1.391388012,0.0,1.43,3,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2026-01-01,M3-FY26,Loan to Value,60.91121495,4.980663874,0.0,63.8,3,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2023-02-01,M4-FY23,Loan to Value,61.68224299,3.651305189,0.0,63.8,4,23
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2024-02-01,M4-FY24,Gross Leverage Ratio,11.59095697,20.83879254,1.0,14.3,4,24
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2024-02-01,M4-FY24,ICR,1.363523407,3.511179015,0.0,1.32,4,24
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2024-02-01,M4-FY24,Loan to Value,61.68224299,3.651305189,0.0,63.8,4,24
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2025-02-01,M4-FY25,DSCR,,,,1.1,4,25
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2025-02-01,M4-FY25,Gross Leverage Ratio,11.41444598,18.68443218,1.0,13.75,4,25
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2025-02-01,M4-FY25,ICR,1.407676314,6.851287052,0.0,1.32,4,25
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2025-02-01,M4-FY25,Loan to Value,61.38239875,4.168278011,0.0,63.8,4,25
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2026-02-01,M4-FY26,DSCR,,,,1.32,4,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2026-02-01,M4-FY26,Gross Leverage Ratio,11.0930898,21.25528157,1.0,13.75,4,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2026-02-01,M4-FY26,ICR,1.450623328,1.563856092,0.0,1.43,4,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2026-02-01,M4-FY26,Loan to Value,60.86838006,5.054517134,0.0,63.8,4,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2023-03-01,M5-FY23,Loan to Value,61.68224299,3.651305189,0.0,63.8,5,23
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2024-03-01,M5-FY24,Gross Leverage Ratio,11.59014632,20.84502834,1.0,14.3,5,24
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2024-03-01,M5-FY24,ICR,1.373706078,4.300533193,0.0,1.32,5,24
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2024-03-01,M5-FY24,Loan to Value,61.68224299,3.651305189,0.0,63.8,5,24
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2025-03-01,M5-FY25,DSCR,,,,1.1,5,25
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2025-03-01,M5-FY25,Gross Leverage Ratio,11.39309164,18.8552669,1.0,13.75,5,25
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2025-03-01,M5-FY25,ICR,1.413647394,7.286975122,0.0,1.32,5,25
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2025-03-01,M5-FY25,Loan to Value,61.33956386,4.242131271,0.0,63.8,5,25
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2026-03-01,M5-FY26,DSCR,,,,1.32,5,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2026-03-01,M5-FY26,Gross Leverage Ratio,11.0667563,21.46594957,1.0,13.75,5,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2026-03-01,M5-FY26,ICR,1.453988824,1.814849357,0.0,1.43,5,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2026-03-01,M5-FY26,Loan to Value,60.82554517,5.128370394,0.0,63.8,5,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2023-04-01,M6-FY23(A),ICR,0.767160177,-47.72455823,-1.0,1.1,6,23
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2023-04-01,M6-FY23(A),Loan to Value,61.68224299,3.651305189,0.0,63.8,6,23
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2024-04-01,M6-FY24,Gross Leverage Ratio,11.58408793,20.89163127,1.0,14.3,6,24
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2024-04-01,M6-FY24,ICR,1.38505486,5.16660737,0.0,1.32,6,24
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2024-04-01,M6-FY24,Loan to Value,61.68224299,3.651305189,0.0,63.8,6,24
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2025-04-01,M6-FY25,DSCR,,,,1.1,6,25
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2025-04-01,M6-FY25,Gross Leverage Ratio,11.36907444,19.0474045,1.0,13.75,6,25
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2025-04-01,M6-FY25,ICR,1.420059034,7.7507297,0.0,1.32,6,25
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2025-04-01,M6-FY25,Loan to Value,61.29672897,4.315984531,0.0,63.8,6,25
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2026-04-01,M6-FY26,DSCR,,,,1.32,6,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2026-04-01,M6-FY26,Gross Leverage Ratio,11.03786264,21.69709885,1.0,13.75,6,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2026-04-01,M6-FY26,ICR,1.461835075,2.395522149,0.0,1.43,6,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2026-04-01,M6-FY26,Loan to Value,60.78271028,5.202223655,0.0,63.8,6,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2023-05-01,(B)M7-FY23,ICR,0.863222853,-30.17237787,-1.0,1.1,7,23
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2023-05-01,(B)M7-FY23,Loan to Value,61.68224299,3.651305189,0.0,63.8,7,23
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2024-05-01,M7-FY24,Gross Leverage Ratio,11.5792542,20.92881381,1.0,14.3,7,24
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2024-05-01,M7-FY24,ICR,1.400859772,6.349368504,0.0,1.32,7,24
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2024-05-01,M7-FY24,Loan to Value,61.68224299,3.651305189,0.0,63.8,7,24
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2025-05-01,M7-FY25,DSCR,,,,1.1,7,25
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2025-05-01,M7-FY25,Gross Leverage Ratio,11.34168796,19.26649629,1.0,13.75,7,25
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2025-05-01,M7-FY25,ICR,1.419295832,7.69574691,0.0,1.32,7,25
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2025-05-01,M7-FY25,Loan to Value,61.25389408,4.389837791,0.0,63.8,7,25
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2026-05-01,M7-FY26,DSCR,,,,1.32,7,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2026-05-01,M7-FY26,Gross Leverage Ratio,11.00572475,21.95420198,1.0,13.75,7,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2026-05-01,M7-FY26,ICR,1.462054965,2.411705596,0.0,1.43,7,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2026-05-01,M7-FY26,Loan to Value,60.73987539,5.276076915,0.0,63.8,7,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2023-06-01,M8-FY23,ICR,0.971139159,-14.59594377,-1.0,1.1,8,23
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2023-06-01,M8-FY23,Loan to Value,61.68224299,3.651305189,0.0,63.8,8,23
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2024-06-01,M8-FY24,Gross Leverage Ratio,11.55603109,21.10745318,1.0,14.3,8,24
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2024-06-01,M8-FY24,ICR,1.396004606,5.988881824,0.0,1.32,8,24
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2024-06-01,M8-FY24,Loan to Value,61.68224299,3.651305189,0.0,63.8,8,24
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2025-06-01,M8-FY25,DSCR,,,,1.1,8,25
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2025-06-01,M8-FY25,Gross Leverage Ratio,11.3099332,19.52053437,1.0,13.75,8,25
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2025-06-01,M8-FY25,ICR,1.423042405,7.965092601,0.0,1.32,8,25
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2025-06-01,M8-FY25,Loan to Value,61.21105919,4.463691052,0.0,63.8,8,25
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2026-06-01,M8-FY26,DSCR,,,,1.32,8,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2026-06-01,M8-FY26,Gross Leverage Ratio,10.96937157,22.2450274,1.0,13.75,8,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2026-06-01,M8-FY26,ICR,1.45895129,2.182829503,0.0,1.43,8,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2026-06-01,M8-FY26,Loan to Value,60.6970405,5.349930175,0.0,63.8,8,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2023-07-01,M9-FY23,Gross Leverage Ratio,19.20085665,-18.00571101,-1.0,16.5,9,23
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2023-07-01,M9-FY23,ICR,1.081897712,-1.840517476,-1.0,1.1,9,23
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2023-07-01,M9-FY23,Loan to Value,61.68224299,3.651305189,0.0,63.8,9,23
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2024-07-01,M9-FY24,Gross Leverage Ratio,11.54417038,21.19868937,1.0,14.3,9,24
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2024-07-01,M9-FY24,ICR,1.389844105,5.52785133,0.0,1.32,9,24
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2024-07-01,M9-FY24,Loan to Value,61.68224299,3.651305189,0.0,63.8,9,24
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2025-07-01,M9-FY25,DSCR,,,,1.1,9,25
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2025-07-01,M9-FY25,Gross Leverage Ratio,11.27386241,19.80910071,1.0,13.75,9,25
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2025-07-01,M9-FY25,ICR,1.431289651,8.553028797,0.0,1.32,9,25
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2025-07-01,M9-FY25,Loan to Value,61.1682243,4.537544312,0.0,63.8,9,25
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2026-07-01,M9-FY26,DSCR,,,,1.32,9,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2026-07-01,M9-FY26,Gross Leverage Ratio,10.92887212,22.56902306,1.0,13.75,9,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2026-07-01,M9-FY26,ICR,1.476397082,3.456847125,0.0,1.43,9,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2026-07-01,M9-FY26,Loan to Value,60.65420561,5.423783435,0.0,63.8,9,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2022-08-01,M10-FY22,Loan to Value,61.68224299,3.651305189,0.0,63.8,10,22
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2023-08-01,M10-FY23,Gross Leverage Ratio,16.53258337,-12.4635805,-1.0,14.85,10,23
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2023-08-01,M10-FY23,ICR,1.129361352,2.859801024,0.0,1.1,10,23
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2023-08-01,M10-FY23,Loan to Value,61.68224299,3.651305189,0.0,63.8,10,23
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2024-08-01,M10-FY24,Gross Leverage Ratio,11.51095649,17.91234804,1.0,13.75,10,24
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2024-08-01,M10-FY24,ICR,1.404334812,6.605853013,0.0,1.32,10,24
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2024-08-01,M10-FY24,Loan to Value,61.6394081,3.725158449,0.0,63.8,10,24
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2025-08-01,M10-FY25,DSCR,,,,1.1,10,25
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2025-08-01,M10-FY25,Gross Leverage Ratio,11.24492321,20.0406143,1.0,13.75,10,25
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2025-08-01,M10-FY25,ICR,1.4310105,8.533239254,0.0,1.32,10,25
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2025-08-01,M10-FY25,Loan to Value,61.12538941,4.611397572,0.0,63.8,10,25
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2026-08-01,M10-FY26,DSCR,,,,1.32,10,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2026-08-01,M10-FY26,Gross Leverage Ratio,10.89540108,22.83679138,1.0,13.75,10,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2026-08-01,M10-FY26,ICR,1.476876899,3.49146152,0.0,1.43,10,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2026-08-01,M10-FY26,Loan to Value,60.61137072,5.497636696,0.0,63.8,10,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2022-09-01,M11-FY22,Loan to Value,61.68224299,3.651305189,0.0,63.8,11,22
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2023-09-01,M11-FY23,Gross Leverage Ratio,14.24267349,4.498714924,0.0,14.85,11,23
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2023-09-01,M11-FY23,ICR,1.197348267,8.943353981,0.0,1.1,11,23
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2023-09-01,M11-FY23,Loan to Value,61.68224299,3.651305189,0.0,63.8,11,23
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2024-09-01,M11-FY24,Gross Leverage Ratio,11.49528708,18.03770336,1.0,13.75,11,24
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2024-09-01,M11-FY24,ICR,1.401432306,6.391713434,0.0,1.32,11,24
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2024-09-01,M11-FY24,Loan to Value,61.59657321,3.799011709,0.0,63.8,11,24
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2025-09-01,M11-FY25,DSCR,,,,1.1,11,25
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2025-09-01,M11-FY25,Gross Leverage Ratio,11.21167054,20.30663566,1.0,13.75,11,25
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2025-09-01,M11-FY25,ICR,1.427476912,8.282067592,0.0,1.32,11,25
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2025-09-01,M11-FY25,Loan to Value,61.08255452,4.685250833,0.0,63.8,11,25
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2026-09-01,M11-FY26,DSCR,,,,1.32,11,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2026-09-01,M11-FY26,Gross Leverage Ratio,10.85778561,23.13771511,1.0,13.75,11,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2026-09-01,M11-FY26,ICR,1.486132459,4.154791485,0.0,1.43,11,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2026-09-01,M11-FY26,Loan to Value,60.56853583,5.571489956,1.0,63.8,11,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2022-10-01,M12-FY22,Loan to Value,61.68224299,3.651305189,0.0,63.8,12,22
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2023-10-01,M12-FY23,Gross Leverage Ratio,12.47221948,17.61318902,1.0,14.85,12,23
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2023-10-01,M12-FY23,ICR,1.258286491,13.83747992,1.0,1.1,12,23
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2023-10-01,M12-FY23,Loan to Value,61.68224299,3.651305189,0.0,63.8,12,23
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2024-10-01,M12-FY24,DSCR,,,,1.1,12,24
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2024-10-01,M12-FY24,Gross Leverage Ratio,11.47827449,18.17380411,1.0,13.75,12,24
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2024-10-01,M12-FY24,ICR,1.398711807,6.190194922,0.0,1.32,12,24
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2024-10-01,M12-FY24,Loan to Value,61.55373832,3.872864969,0.0,63.8,12,24
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2025-10-01,M12-FY25,DSCR,,,,1.1,12,25
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2025-10-01,M12-FY25,Gross Leverage Ratio,11.17759319,20.57925445,1.0,13.75,12,25
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2025-10-01,M12-FY25,ICR,1.443601041,9.418193887,0.0,1.32,12,25
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2025-10-01,M12-FY25,Loan to Value,61.03971963,4.759104093,0.0,63.8,12,25
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2026-10-01,M12-FY26,DSCR,,,,1.32,12,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2026-10-01,M12-FY26,Gross Leverage Ratio,10.8194232,23.44461441,1.0,13.75,12,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2026-10-01,M12-FY26,ICR,1.487242705,4.23380631,0.0,1.43,12,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2026-10-01,M12-FY26,Loan to Value,60.52570093,5.645343216,1.0,63.8,12,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2022-11-01,M1-FY23,Loan to Value,61.68224299,3.651305189,0.0,63.8,1,23
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2023-11-01,M1-FY24,Gross Leverage Ratio,11.97180913,21.3199324,1.0,14.85,1,24
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2023-11-01,M1-FY24,ICR,1.307040724,17.42446063,1.0,1.1,1,24
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2023-11-01,M1-FY24,Loan to Value,61.68224299,3.651305189,0.0,63.8,1,24
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2024-11-01,M1-FY25,DSCR,,,,1.1,1,25
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2024-11-01,M1-FY25,Gross Leverage Ratio,11.45681986,18.34544113,1.0,13.75,1,25
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2024-11-01,M1-FY25,ICR,1.404421868,6.612262102,0.0,1.32,1,25
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2024-11-01,M1-FY25,Loan to Value,61.51090343,3.94671823,0.0,63.8,1,25
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2025-11-01,M1-FY26,DSCR,,,,1.32,1,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2025-11-01,M1-FY26,Gross Leverage Ratio,11.15102457,20.79180344,1.0,13.75,1,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2025-11-01,M1-FY26,ICR,1.443077693,0.996859825,0.0,1.43,1,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2025-11-01,M1-FY26,Loan to Value,60.99688474,4.832957353,0.0,63.8,1,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2022-12-01,M2-FY23,Loan to Value,61.68224299,3.651305189,0.0,63.8,2,23
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2023-12-01,M2-FY24,Gross Leverage Ratio,11.67911128,23.48806458,1.0,14.85,2,24
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2023-12-01,M2-FY24,ICR,1.336256024,19.44849054,1.0,1.1,2,24
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2023-12-01,M2-FY24,Loan to Value,61.68224299,3.651305189,0.0,63.8,2,24
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2024-12-01,M2-FY25,DSCR,,,,1.1,2,25
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2024-12-01,M2-FY25,Gross Leverage Ratio,11.43893885,18.48848922,1.0,13.75,2,25
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2024-12-01,M2-FY25,ICR,1.405877792,6.719330212,0.0,1.32,2,25
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2024-12-01,M2-FY25,Loan to Value,61.46806854,4.02057149,0.0,63.8,2,25
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2025-12-01,M2-FY26,DSCR,,,,1.32,2,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2025-12-01,M2-FY26,Gross Leverage Ratio,11.12799473,20.97604219,1.0,13.75,2,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2025-12-01,M2-FY26,ICR,1.438194853,0.626781406,0.0,1.43,2,26
B15,Garcia  Gordon and Lopez,55100,Hotels and similar accommodation,2025-12-01,M2-FY26,Loan to Value,60.95404984,4.906810613,0.0,63.8,2,26
B16,Smith-Blankenship,55100,Hotels and similar accommodation,2023-01-01,M7-FY23,DSCR,0.748368618,-51.68502676,-1.0,1.1,7,23
B16,Smith-Blankenship,55100,Hotels and similar accommodation,2023-01-01,M7-FY23,Gross Leverage Ratio,13.83634791,11.16894351,1.0,15.4,7,23
B16,Smith-Blankenship,55100,Hotels and similar accommodation,2023-01-01,M7-FY23,ICR,1.230880455,,,,7,23
B16,Smith-Blankenship,55100,Hotels and similar accommodation,2023-01-01,M7-FY23,Loan to Value,74.01331844,2.734321103,0.0,75.9,7,23
B16,Smith-Blankenship,55100,Hotels and similar accommodation,2024-01-01,M7-FY24,DSCR,0.843367855,110.0,1.0,0.0,7,24
B16,Smith-Blankenship,55100,Hotels and similar accommodation,2024-01-01,M7-FY24,Gross Leverage Ratio,12.9469609,110.0,1.0,0.0,7,24
B16,Smith-Blankenship,55100,Hotels and similar accommodation,2024-01-01,M7-FY24,ICR,0.995031811,,,,7,24
B16,Smith-Blankenship,55100,Hotels and similar accommodation,2024-01-01,M7-FY24,Loan to Value,72.79657507,4.497717287,0.0,75.9,7,24
B16,Smith-Blankenship,55100,Hotels and similar accommodation,2025-01-01,M7-FY25,DSCR,1.072566978,110.0,1.0,0.0,7,25
B16,Smith-Blankenship,55100,Hotels and similar accommodation,2025-01-01,M7-FY25,Gross Leverage Ratio,10.15386076,110.0,1.0,0.0,7,25
B16,Smith-Blankenship,55100,Hotels and similar accommodation,2025-01-01,M7-FY25,ICR,1.251022623,,,,7,25
B16,Smith-Blankenship,55100,Hotels and similar accommodation,2025-01-01,M7-FY25,Loan to Value,,,,75.9,7,25
B16,Smith-Blankenship,55100,Hotels and similar accommodation,2023-02-01,M8-FY23,DSCR,0.729218635,-55.931031,-1.0,1.1,8,23
B16,Smith-Blankenship,55100,Hotels and similar accommodation,2023-02-01,M8-FY23,Gross Leverage Ratio,14.77581395,4.458471755,0.0,15.4,8,23
B16,Smith-Blankenship,55100,Hotels and similar accommodation,2023-02-01,M8-FY23,ICR,1.130902424,,,,8,23
B16,Smith-Blankenship,55100,Hotels and similar accommodation,2023-02-01,M8-FY23,Loan to Value,74.01331844,2.734321103,0.0,75.9,8,23
B16,Smith-Blankenship,55100,Hotels and similar accommodation,2024-02-01,M8-FY24,DSCR,0.877664914,110.0,1.0,0.0,8,24
B16,Smith-Blankenship,55100,Hotels and similar accommodation,2024-02-01,M8-FY24,Gross Leverage Ratio,12.31103067,110.0,1.0,0.0,8,24
B16,Smith-Blankenship,55100,Hotels and similar accommodation,2024-02-01,M8-FY24,ICR,1.042878342,,,,8,24
B16,Smith-Blankenship,55100,Hotels and similar accommodation,2024-02-01,M8-FY24,Loan to Value,72.79657507,4.497717287,0.0,75.9,8,24
B16,Smith-Blankenship,55100,Hotels and similar accommodation,2025-02-01,M8-FY25,DSCR,1.074159324,110.0,1.0,0.0,8,25
B16,Smith-Blankenship,55100,Hotels and similar accommodation,2025-02-01,M8-FY25,Gross Leverage Ratio,10.09930092,110.0,1.0,0.0,8,25
B16,Smith-Blankenship,55100,Hotels and similar accommodation,2025-02-01,M8-FY25,ICR,1.252143541,,,,8,25
B16,Smith-Blankenship,55100,Hotels and similar accommodation,2025-02-01,M8-FY25,Loan to Value,,,,75.9,8,25
B16,Smith-Blankenship,55100,Hotels and similar accommodation,2023-03-01,M9-FY23,DSCR,0.733500772,-54.96233483,-1.0,1.1,9,23
B16,Smith-Blankenship,55100,Hotels and similar accommodation,2023-03-01,M9-FY23,Gross Leverage Ratio,15.15993562,-8.43699706,-1.0,14.08,9,23
B16,Smith-Blankenship,55100,Hotels and similar accommodation,2023-03-01,M9-FY23,ICR,1.088806989,,,,9,23
B16,Smith-Blankenship,55100,Hotels and similar accommodation,2023-03-01,M9-FY23,Loan to Value,73.7091326,3.175170149,0.0,75.9,9,23
B16,Smith-Blankenship,55100,Hotels and similar accommodation,2024-03-01,M9-FY24,DSCR,0.879749574,110.0,1.0,0.0,9,24
B16,Smith-Blankenship,55100,Hotels and similar accommodation,2024-03-01,M9-FY24,Gross Leverage Ratio,11.77903113,110.0,1.0,0.0,9,24
B16,Smith-Blankenship,55100,Hotels and similar accommodation,2024-03-01,M9-FY24,ICR,1.076387562,,,,9,24
B16,Smith-Blankenship,55100,Hotels and similar accommodation,2024-03-01,M9-FY24,Loan to Value,72.49238923,4.938566333,0.0,75.9,9,24
B16,Smith-Blankenship,55100,Hotels and similar accommodation,2025-03-01,M9-FY25,DSCR,1.083753487,110.0,1.0,0.0,9,25
